fold,model,accuracy,precision_macro,recall_macro,f1_macro,precision_lying,recall_lying,f1_lying,precision_running,recall_running,f1_running,precision_sitting,recall_sitting,f1_sitting,precision_standing,recall_standing,f1_standing,precision_walking,recall_walking,f1_walking,context,experiment,body_part_count,body_part_mode,body_part
3,xgboost,0.9863574351978172,0.9864858121749638,0.985940451566192,0.9861420015751576,0.9951573849878934,0.9856115107913668,0.9903614457831326,0.984158415841584,0.9920159680638724,0.9880715705765408,0.9672131147540984,0.9904076738609112,0.9786729857819904,0.9925373134328358,0.9661016949152542,0.9791411042944784,0.9933628318584072,0.9955654101995566,0.9944629014396456,all_context,first_2_parts_plus_all,2,progressive,first_2
4,xgboost,0.6628643852978454,0.6553626784908829,0.6897092767298183,0.6383332768962127,0.9537444933920703,0.9686800894854586,0.9611542730299668,0.7597765363128491,0.3936324167872648,0.5185891325071497,0.4651685393258427,0.9857142857142858,0.6320610687022901,0.2135922330097087,0.1102756892230576,0.1454545454545454,0.8845315904139434,0.9902439024390244,0.9344073647871116,all_context,first_2_parts_plus_all,2,progressive,first_2
5,xgboost,0.8314424635332253,0.8344437486293025,0.8374341321068904,0.820794109952099,0.6980830670926518,0.9954441913439636,0.8206572769953052,1.0,0.7767253044654939,0.8743335872048743,0.8209459459459459,0.5612009237875288,0.6666666666666666,0.6831683168316832,0.8690176322418136,0.7649667405764967,0.9700214132762311,0.9847826086956522,0.9773462783171522,all_context,first_2_parts_plus_all,2,progressive,first_2
6,xgboost,0.7902621722846442,0.8853132705434564,0.7939292696402243,0.7238875161481895,0.93598233995585,0.9976470588235294,0.9658314350797268,0.9953917050691244,0.9840546697038725,0.9896907216494846,1.0,0.0022988505747126,0.0045871559633027,0.5024038461538461,0.9952380952380953,0.6677316293929713,0.9927884615384616,0.9904076738609112,0.9915966386554622,all_context,first_2_parts_plus_all,2,progressive,first_2
7,xgboost,0.7633378932968536,0.7794392986326967,0.7628443205582274,0.7451086661423403,0.990632318501171,0.9814385150812064,0.986013986013986,0.5893782383419689,0.9362139917695472,0.7233704292527822,0.6822429906542056,0.6790697674418604,0.6806526806526807,0.6424242424242425,0.2420091324200913,0.351575456053068,0.9925187032418952,0.9754901960784312,0.9839307787391842,all_context,first_2_parts_plus_all,2,progressive,first_2
8,xgboost,0.3087818696883853,0.4047193620028265,0.3146797267001174,0.2599631686454333,0.1998788612961841,0.7894736842105263,0.318994683421943,0.8237179487179487,0.6299019607843137,0.7138888888888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1540229885057471,0.2669322709163346,all_context,first_2_parts_plus_all,2,progressive,first_2
9,xgboost,0.9317160826594788,0.9332225824442768,0.9387893849803072,0.9333377513170948,0.962877030162413,0.997596153846154,0.9799291617473436,1.0,0.8114602587800369,0.8959183673469387,0.908695652173913,0.9743589743589745,0.9403824521934758,0.8362068965517241,0.9129411764705884,0.8728908886389202,0.9583333333333334,0.9975903614457832,0.9775678866587958,all_context,first_2_parts_plus_all,2,progressive,first_2
10,xgboost,0.9657437822618488,0.96926161822769,0.9655758155945768,0.9662809905045724,1.0,0.9552941176470588,0.9771359807460892,0.9882352941176472,0.9882352941176472,0.9882352941176472,0.9948586118251928,0.9127358490566038,0.9520295202952028,0.8823529411764706,0.9954233409610984,0.935483870967742,0.9808612440191388,0.9761904761904762,0.9785202863961814,all_context,first_2_parts_plus_all,2,progressive,first_2
11,xgboost,0.8028368794326242,0.8596262708206985,0.8007197695546748,0.7353318307698602,0.7017828200972447,1.0,0.8247619047619048,0.9269406392694064,0.9902439024390244,0.9575471698113208,0.6694078947368421,0.9830917874396136,0.7964774951076321,1.0,0.0598086124401913,0.1128668171557562,1.0,0.9704545454545456,0.9850057670126874,all_context,first_2_parts_plus_all,2,progressive,first_2
12,xgboost,0.7775084827920504,0.7167456819249586,0.7781701734151956,0.7235719331889507,0.9973118279569892,0.8983050847457628,0.9452229299363056,0.9975490196078431,0.9951100244498776,0.996328029375765,0.1020408163265306,0.0120772946859903,0.0215982721382289,0.4963054187192118,0.9877450980392156,0.660655737704918,0.990521327014218,0.9976133651551312,0.9940546967895364,all_context,first_2_parts_plus_all,2,progressive,first_2
13,xgboost,0.7703772706101537,0.7631034558455733,0.7777233929497753,0.7476525356780916,1.0,0.9766355140186916,0.9881796690307328,0.5742574257425742,0.9926650366748166,0.7275985663082437,0.7974683544303798,0.7377049180327869,0.7664233576642335,0.4734042553191489,0.1977777777777777,0.2789968652037617,0.9703872437357632,0.9838337182448036,0.9770642201834864,all_context,first_2_parts_plus_all,2,progressive,first_2
14,xgboost,0.7422582181991424,0.8204319823725832,0.7505382389520099,0.7135195912607785,0.944186046511628,0.973621103117506,0.9586776859504132,0.5229357798165137,0.973170731707317,0.680306905370844,0.9503311258278144,0.6882494004796164,0.7983310152990264,0.7442307692307693,0.9393203883495146,0.8304721030042919,0.9404761904761904,0.1783295711060948,0.2998102466793169,all_context,first_2_parts_plus_all,2,progressive,first_2
15,xgboost,0.9584103512014788,0.9627520525750762,0.957193100691021,0.9576331636924272,1.0,0.9862700228832952,0.9930875576036866,0.8686274509803922,0.9932735426008968,0.9267782426778244,0.9594594594594594,1.0,0.9793103448275862,0.98567335243553,0.8269230769230769,0.8993464052287582,1.0,0.979498861047836,0.9896432681242808,all_context,first_2_parts_plus_all,2,progressive,first_2
1,random_forest,0.8633983817229891,0.8840387790690032,0.8647776090481294,0.8465228239208289,0.980997624703088,0.9951807228915662,0.9880382775119616,0.8448637316561844,0.9975247524752476,0.9148694665153236,0.6965174129353234,0.963302752293578,0.8084696823869105,0.9142857142857144,0.3773584905660377,0.5342237061769616,0.983529411764706,0.990521327014218,0.987012987012987,all_context,first_3_parts_plus_all,3,progressive,first_3
2,random_forest,0.9930955120828538,0.9841066493045242,0.9927559677267784,0.988226636821895,1.0,0.997560975609756,0.9987789987789988,0.9304347826086956,0.9907407407407408,0.9596412556053812,0.9950124688279302,0.9779411764705882,0.9864029666254636,1.0,1.0,1.0,0.995085995085995,0.9975369458128078,0.996309963099631,all_context,first_3_parts_plus_all,3,progressive,first_3
3,random_forest,0.9458844929513416,0.9517449027488972,0.9511327912068244,0.94740347871786,1.0,0.9856115107913668,0.9927536231884058,0.9925558312655088,0.7984031936127745,0.8849557522123894,0.9740566037735848,0.9904076738609112,0.9821640903686089,0.8031496062992126,0.9878934624697336,0.8859934853420195,0.9889624724061812,0.9933481152993348,0.991150442477876,all_context,first_3_parts_plus_all,3,progressive,first_3
4,random_forest,0.7520067596113224,0.7673283683274501,0.7815338606933568,0.7579619953395156,0.9953703703703703,0.9619686800894854,0.9783845278725825,0.8228155339805825,0.4905933429811867,0.614687216681777,0.6290076335877862,0.9809523809523808,0.7665116279069767,0.4434389140271493,0.4912280701754385,0.4661117717003567,0.9460093896713616,0.9829268292682928,0.9641148325358851,all_context,first_3_parts_plus_all,3,progressive,first_3
5,random_forest,0.8419773095623987,0.8734386194103955,0.874022003525021,0.8549339974802959,0.9908466819221968,0.9863325740318908,0.9885844748858448,0.9955456570155902,0.6048714479025711,0.7525252525252525,0.8822222222222222,0.9168591224018476,0.89920724801812,0.5223880597014925,0.8816120906801007,0.6560449859418932,0.9761904761904762,0.9804347826086957,0.9783080260303688,all_context,first_3_parts_plus_all,3,progressive,first_3
6,random_forest,0.8319288389513109,0.9028715688076884,0.8348167418704955,0.8058990058203139,0.9858490566037736,0.983529411764706,0.9846878680800942,0.9976905311778292,0.9840546697038725,0.9908256880733946,0.9894736842105264,0.2160919540229885,0.3547169811320754,0.5461638491547465,1.0,0.7064760302775441,0.9951807228915662,0.9904076738609112,0.9927884615384616,all_context,first_3_parts_plus_all,3,progressive,first_3
7,random_forest,0.7017783857729138,0.755723897385143,0.6962839604992508,0.6701588366594188,1.0,0.9814385150812064,0.990632318501171,0.5442424242424242,0.9238683127572016,0.6849733028222731,0.6150081566068516,0.8767441860465116,0.7229146692233941,0.6238532110091743,0.1552511415525114,0.2486288848263254,0.9955156950672646,0.5441176470588235,0.7036450079239303,all_context,first_3_parts_plus_all,3,progressive,first_3
8,random_forest,0.348441926345609,0.169204324126482,0.3578947368421052,0.2248228637929332,0.243362831858407,0.7894736842105263,0.3720405862457722,0.6026587887740029,1.0,0.752073732718894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_context,first_3_parts_plus_all,3,progressive,first_3
9,random_forest,0.921832884097035,0.933401146996814,0.9320914450550828,0.9262946701161944,0.9975728155339806,0.9879807692307692,0.9927536231884058,1.0,0.7430683918669131,0.8525980911983033,0.933920704845815,0.9883449883449884,0.9603624009060022,0.7403314917127072,0.9458823529411764,0.8305785123966942,0.9951807228915662,0.9951807228915662,0.9951807228915662,all_context,first_3_parts_plus_all,3,progressive,first_3
10,random_forest,0.974659784138902,0.9763948469839544,0.9745340892887528,0.9750070010715136,1.0,0.96,0.979591836734694,0.9927884615384616,0.971764705882353,0.9821640903686089,0.9761336515513126,0.964622641509434,0.970344009489917,0.9178947368421052,0.9977116704805492,0.956140350877193,0.9951573849878934,0.9785714285714284,0.9867947178871548,all_context,first_3_parts_plus_all,3,progressive,first_3
11,random_forest,0.8486997635933806,0.8940320296986963,0.8477882009604348,0.8323229864387081,0.9683257918552036,0.9884526558891455,0.9782857142857144,0.9204545454545454,0.9878048780487804,0.9529411764705882,0.605925925925926,0.9879227053140096,0.751147842056933,0.9803921568627452,0.3588516746411483,0.5253940455341506,0.9950617283950616,0.9159090909090908,0.953846153846154,all_context,first_3_parts_plus_all,3,progressive,first_3
12,random_forest,0.9534658264663112,0.9594301820029738,0.9536259086306084,0.9530467340688624,1.0,0.9878934624697336,0.9939098660170524,0.9783653846153846,0.9951100244498776,0.9866666666666668,0.9940298507462688,0.8043478260869565,0.8891855807743658,0.8319672131147541,0.9950980392156864,0.90625,0.9927884615384616,0.9856801909307876,0.9892215568862276,all_context,first_3_parts_plus_all,3,progressive,first_3
13,random_forest,0.7936655798789007,0.802808124573026,0.7980623846399016,0.7904163023599295,1.0,0.9626168224299064,0.9809523809523808,0.6699507389162561,0.9975550122249388,0.8015717092337917,0.7861635220125787,0.585480093676815,0.6711409395973155,0.5699745547073791,0.4977777777777777,0.531435349940688,0.9879518072289156,0.9468822170900691,0.9669811320754716,all_context,first_3_parts_plus_all,3,progressive,first_3
14,random_forest,0.6955693187232015,0.8140360491671723,0.7055826336205449,0.6391423279390827,1.0,0.9760191846522782,0.9878640776699028,0.4763593380614657,0.9829268292682928,0.64171974522293,0.9913419913419912,0.5491606714628298,0.7067901234567902,0.6794019933554817,0.9927184466019418,0.8067061143984221,0.9230769230769232,0.0270880361173814,0.0526315789473684,all_context,first_3_parts_plus_all,3,progressive,first_3
15,random_forest,0.9764325323475046,0.9765637276987398,0.9765217152693704,0.9763707094230484,1.0,0.977116704805492,0.988425925925926,0.9817767653758542,0.9663677130044844,0.9740112994350284,0.9506726457399104,0.9953051643192488,0.9724770642201837,0.957345971563981,0.971153846153846,0.964200477326969,0.9930232558139536,0.9726651480637812,0.9827387802071348,all_context,first_3_parts_plus_all,3,progressive,first_3
1,svm,0.8962398857686816,0.9036533614274174,0.8977123969356168,0.8953829090638263,0.971764705882353,0.9951807228915662,0.9833333333333332,0.982885085574572,0.995049504950495,0.988929889298893,0.7238805970149254,0.8899082568807339,0.7983539094650206,0.8516129032258064,0.6226415094339622,0.7193460490463215,0.98812351543943,0.985781990521327,0.9869513641755636,all_context,first_3_parts_plus_all,3,progressive,first_3
2,svm,0.9925201380897584,0.9896480644637852,0.992253697853312,0.9909307501854931,0.9927184466019418,0.997560975609756,0.9951338199513382,0.9727272727272728,0.9907407407407408,0.981651376146789,0.9877450980392156,0.9877450980392156,0.9877450980392156,0.9975247524752476,0.9926108374384236,0.9950617283950616,0.9975247524752476,0.9926108374384236,0.9950617283950616,all_context,first_3_parts_plus_all,3,progressive,first_3
3,svm,0.9399727148703956,0.9443197072755468,0.9448689038237396,0.9411915912086912,0.9903614457831326,0.9856115107913668,0.9879807692307692,0.9852216748768472,0.7984031936127745,0.8820286659316428,0.9496567505720824,0.9952038369304556,0.9718969555035128,0.8008130081300813,0.953995157384988,0.8707182320441988,0.9955456570155902,0.991130820399113,0.9933333333333332,all_context,first_3_parts_plus_all,3,progressive,first_3
4,svm,0.697084917617237,0.6704274951405335,0.7102743388332706,0.6585612411623385,0.9290322580645162,0.9664429530201344,0.9473684210526316,0.6305841924398625,0.5311143270622286,0.5765907305577376,0.5408560311284046,0.9928571428571428,0.7002518891687658,0.3711340206185567,0.0902255639097744,0.1451612903225806,0.8805309734513275,0.9707317073170731,0.9234338747099768,all_context,first_3_parts_plus_all,3,progressive,first_3
5,svm,0.7386547811993517,0.7608475809333356,0.7530229692115655,0.7467967590660186,0.9691011235955056,0.785876993166287,0.8679245283018868,0.7862318840579711,0.5872801082543978,0.6723470178156468,0.676271186440678,0.9214780600461894,0.7800586510263929,0.3815028901734104,0.4987405541561713,0.4323144104803493,0.991130820399113,0.9717391304347828,0.9813391877058176,all_context,first_3_parts_plus_all,3,progressive,first_3
6,svm,0.7851123595505618,0.8398549615906642,0.7887227987075333,0.7301767923254582,0.992874109263658,0.983529411764706,0.9881796690307328,0.9746543778801844,0.9635535307517084,0.9690721649484536,0.75,0.0275862068965517,0.0532150776053215,0.4841735052754982,0.9833333333333332,0.6488609583660644,0.9975728155339806,0.9856115107913668,0.991556091676719,all_context,first_3_parts_plus_all,3,progressive,first_3
7,svm,0.751937984496124,0.6518572570580067,0.7515019890169765,0.6800202446397268,0.8945147679324894,0.9837587006960556,0.9370165745856354,0.8113879003558719,0.9382716049382716,0.8702290076335878,0.5340599455040872,0.9116279069767442,0.6735395189003437,0.1111111111111111,0.002283105022831,0.0044742729306487,0.9082125603864736,0.9215686274509804,0.9148418491484184,all_context,first_3_parts_plus_all,3,progressive,first_3
8,svm,0.3819641170915958,0.3742658802998054,0.3883221237678375,0.3340862260918217,0.1771472392638036,0.5526315789473685,0.2682926829268293,0.6996466431095406,0.9705882352941176,0.813141683778234,0.0,0.0,0.0,0.0,0.0,0.0,0.994535519125683,0.4183908045977011,0.5889967637540453,all_context,first_3_parts_plus_all,3,progressive,first_3
9,svm,0.862533692722372,0.8710111390990409,0.8717460208932349,0.86379453837332,0.8841201716738197,0.9903846153846154,0.9342403628117912,0.982051282051282,0.7079482439926063,0.8227712137486574,0.7669724770642202,0.9743589743589745,0.8583162217659137,0.7294117647058823,0.7294117647058823,0.7294117647058823,0.9925,0.9566265060240964,0.974233128834356,all_context,first_3_parts_plus_all,3,progressive,first_3
10,svm,0.9511966213045518,0.95582295894505,0.951052509428278,0.9518289399566712,0.997560975609756,0.9623529411764706,0.9796407185628744,0.97423887587822,0.9788235294117648,0.976525821596244,0.9629629629629628,0.8584905660377359,0.9077306733167082,0.8492063492063492,0.9794050343249427,0.9096705632306056,0.9951456310679612,0.9761904761904762,0.9855769230769232,all_context,first_3_parts_plus_all,3,progressive,first_3
